Middle Age(30~44),Senior Adult(45~64),Senior Citizens(65+),Young Adult(18~29)
"{'Feature1': 'PhysActivity', 'Feature2': 'Fruits', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.003971359844302691, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004333955578304904, 'Difference': -0.00036259573400221345}","{'Feature1': 'PhysActivity', 'Feature2': 'Fruits', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.010565302675810018, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011516831245293568, 'Difference': -0.0009515285694835507}","{'Feature1': 'PhysActivity', 'Feature2': 'Fruits', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01089506800369855, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011598976013798667, 'Difference': -0.0007039080101001183}","{'Feature1': 'PhysActivity', 'Feature2': 'Fruits', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.001686655333908299, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0013914010016869427, 'Difference': 0.00029525433222135633}"
"{'Feature1': 'PhysActivity', 'Feature2': 'Veggies', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.004003458195403764, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004398005617912704, 'Difference': -0.0003945474225089396}","{'Feature1': 'PhysActivity', 'Feature2': 'Veggies', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01121584315264601, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012507148284230718, 'Difference': -0.001291305131584708}","{'Feature1': 'PhysActivity', 'Feature2': 'Veggies', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.011300088473121805, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01225678464873492, 'Difference': -0.0009566961756131143}","{'Feature1': 'PhysActivity', 'Feature2': 'Veggies', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0019874266279976405, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0018833416401023428, 'Difference': 0.00010408498789529763}"
"{'Feature1': 'PhysActivity', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.003343191101698284, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.003288650725026099, 'Difference': 5.4540376672185253e-05}","{'Feature1': 'PhysActivity', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.011201558516599985, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011177291605269146, 'Difference': 2.4266911330839136e-05}","{'Feature1': 'PhysActivity', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.012401291994530661, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012535347346640746, 'Difference': -0.00013405535211008512}","{'Feature1': 'PhysActivity', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0013728738029044896, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0012686808703366026, 'Difference': 0.00010419293256788698}"
"{'Feature1': 'PhysActivity', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0037685889619495927, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0037881696061329295, 'Difference': -1.9580644183336826e-05}","{'Feature1': 'PhysActivity', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.009252578638411668, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.00931555468036116, 'Difference': -6.29760419494918e-05}","{'Feature1': 'PhysActivity', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.009709728272225826, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.009735210836903985, 'Difference': -2.548256467815868e-05}","{'Feature1': 'PhysActivity', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.001623159036816063, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0015359967437806876, 'Difference': 8.716229303537548e-05}"
"{'Feature1': 'PhysActivity', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.008048820650391864, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008432453219622216, 'Difference': -0.00038363256923035216}","{'Feature1': 'PhysActivity', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.013753175088166758, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.014734394740340662, 'Difference': -0.0009812196521739036}","{'Feature1': 'PhysActivity', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.011632865871803899, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01199944211329984, 'Difference': -0.0003665762414959417}","{'Feature1': 'PhysActivity', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0033460884283279257, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.003104384587883424, 'Difference': 0.00024170384044450155}"
"{'Feature1': 'PhysActivity', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04195797774979554, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04450264638148177, 'Difference': -0.002544668631686231}","{'Feature1': 'PhysActivity', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.08711613290629205, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.09533990236479517, 'Difference': -0.008223769458503116}","{'Feature1': 'PhysActivity', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07508018816309048, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08288883192998919, 'Difference': -0.007808643766898715}","{'Feature1': 'PhysActivity', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015695275912844336, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.015076990474481577, 'Difference': 0.000618285438362759}"
"{'Feature1': 'PhysActivity', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.013986535733883254, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.013207185402028865, 'Difference': 0.0007793503318543893}","{'Feature1': 'PhysActivity', 'Feature2': 'MentHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.021713483097798192, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02362659824115343, 'Difference': -0.0019131151433552374}","{'Feature1': 'PhysActivity', 'Feature2': 'MentHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01634405125303595, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01635830064887922, 'Difference': -1.4249395843268786e-05}","{'Feature1': 'PhysActivity', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.009507253605904181, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.007604148202931149, 'Difference': 0.001903105402973032}"
"{'Feature1': 'PhysActivity', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.02314857106480467, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.022911150136479874, 'Difference': 0.0002374209283247941}","{'Feature1': 'PhysActivity', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04132594148167168, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.045864110257723745, 'Difference': -0.004538168776052065}","{'Feature1': 'PhysActivity', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.030917493981839295, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03466441673174736, 'Difference': -0.003746922749908066}","{'Feature1': 'PhysActivity', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.014250951027651587, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01285291915386283, 'Difference': 0.0013980318737887576}"
"{'Feature1': 'PhysActivity', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01751863750677768, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.019321867618407984, 'Difference': -0.0018032301116303051}","{'Feature1': 'PhysActivity', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04378439749675345, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.050171705633791364, 'Difference': -0.006387308137037917}","{'Feature1': 'PhysActivity', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.03216132228326196, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.03850381301587369, 'Difference': -0.0063424907326117275}","{'Feature1': 'PhysActivity', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.004680670916585722, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004828785358145432, 'Difference': -0.0001481144415597102}"
"{'Feature1': 'PhysActivity', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0037089700851659635, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0036760937441551733, 'Difference': 3.287634101079018e-05}","{'Feature1': 'PhysActivity', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.012736034959101139, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011984356320829614, 'Difference': 0.0007516786382715246}","{'Feature1': 'PhysActivity', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.021694708222610215, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.020198664509466502, 'Difference': 0.0014960437131437132}","{'Feature1': 'PhysActivity', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0019862517279831404, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0019772732809488214, 'Difference': 8.978447034319048e-06}"
"{'Feature1': 'PhysActivity', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.010332434818428993, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01128186477141685, 'Difference': -0.0009494299529878569}","{'Feature1': 'PhysActivity', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.02138223696936359, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.024542840447652647, 'Difference': -0.003160603478289059}","{'Feature1': 'PhysActivity', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01685189546875887, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.019123135421290405, 'Difference': -0.002271239952531534}","{'Feature1': 'PhysActivity', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.004962879622241817, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004052366236604044, 'Difference': 0.0009105133856377734}"
"{'Feature1': 'PhysActivity', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.018691676657775325, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01994999368570155, 'Difference': -0.0012583170279262257}","{'Feature1': 'PhysActivity', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.038141847965879605, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04321921064892509, 'Difference': -0.005077362683045483}","{'Feature1': 'PhysActivity', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.020527295612443597, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.02343765511485807, 'Difference': -0.0029103595024144724}","{'Feature1': 'PhysActivity', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.006655052803829359, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005970863399105519, 'Difference': 0.0006841894047238395}"
"{'Feature1': 'Fruits', 'Feature2': 'Veggies', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0020282929986762954, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.002344017713623414, 'Difference': -0.00031572471494711873}","{'Feature1': 'Fruits', 'Feature2': 'Veggies', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.0049755134953811675, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005952846856384975, 'Difference': -0.000977333361003807}","{'Feature1': 'Fruits', 'Feature2': 'Veggies', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.003967295905141333, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004646673317891814, 'Difference': -0.0006793774127504815}","{'Feature1': 'Fruits', 'Feature2': 'Veggies', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0014545876103100042, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.001252840407664546, 'Difference': 0.0002017472026454581}"
"{'Feature1': 'Fruits', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0013493219700143055, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0012346628207368093, 'Difference': 0.00011465914927749621}","{'Feature1': 'Fruits', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.00478649998304459, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004622990177423403, 'Difference': 0.000163509805621187}","{'Feature1': 'Fruits', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.005089961858256942, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0049252360157976405, 'Difference': 0.00016472584245930122}","{'Feature1': 'Fruits', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0008332319096522045, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0006381796378988058, 'Difference': 0.00019505227175339868}"
"{'Feature1': 'Fruits', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0017899835709189182, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.00173418170184364, 'Difference': 5.5801869075278177e-05}","{'Feature1': 'Fruits', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002771031862326745, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0027612532525154165, 'Difference': 9.778609811328387e-06}","{'Feature1': 'Fruits', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002175707131955029, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.002125099506060879, 'Difference': 5.060762589415013e-05}","{'Feature1': 'Fruits', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0010443713512544306, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0009054955113428909, 'Difference': 0.00013887583991153973}"
"{'Feature1': 'Fruits', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.006318530209103945, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.006378465315332926, 'Difference': -5.9935106228981017e-05}","{'Feature1': 'Fruits', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.007942258185086093, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008180093312494918, 'Difference': -0.0002378351274088253}","{'Feature1': 'Fruits', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.004360669690268493, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004389330782456735, 'Difference': -2.866109218824242e-05}","{'Feature1': 'Fruits', 'Feature2': 'NoDocbcCost', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002635360904081202, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0024738833554456274, 'Difference': 0.00016147754863557462}"
"{'Feature1': 'Fruits', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.041875592716838994, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04244865847719248, 'Difference': -0.0005730657603534861}","{'Feature1': 'Fruits', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.08671066245449655, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.08878560093694943, 'Difference': -0.0020749384824528816}","{'Feature1': 'Fruits', 'Feature2': 'GenHlth', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.07421532904218497, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.07527872059914609, 'Difference': -0.001063391556961113}","{'Feature1': 'Fruits', 'Feature2': 'GenHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.015048405235901202, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01444648924204378, 'Difference': 0.0006019159938574214}"
"{'Feature1': 'Fruits', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.012623047170051194, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011153197497739575, 'Difference': 0.0014698496723116183}","{'Feature1': 'Fruits', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.017301807442786976, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.017072296813307686, 'Difference': 0.00022951062947929035}","{'Feature1': 'Fruits', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.009686343953302146, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.008748189318036115, 'Difference': 0.0009381546352660308}","{'Feature1': 'Fruits', 'Feature2': 'MentHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.00962663118453097, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.006973646970493352, 'Difference': 0.002652984214037618}"
"{'Feature1': 'Fruits', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.022574023103043295, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.020857162232190585, 'Difference': 0.00171686087085271}","{'Feature1': 'Fruits', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.03947211724855737, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.039309808829878, 'Difference': 0.00016230841867936885}","{'Feature1': 'Fruits', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.028002345659884798, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.027054305400904255, 'Difference': 0.0009480402589805426}","{'Feature1': 'Fruits', 'Feature2': 'PhysHlth', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.013935341734227807, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012222417921425033, 'Difference': 0.0017129238128027746}"
"{'Feature1': 'Fruits', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.017059765266179083, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.017267879714118695, 'Difference': -0.0002081144479396113}","{'Feature1': 'Fruits', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.04246259849446876, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.04361740420594562, 'Difference': -0.0011548057114768584}","{'Feature1': 'Fruits', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.030476124362187385, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.030893701685030583, 'Difference': -0.00041757732284319893}","{'Feature1': 'Fruits', 'Feature2': 'DiffWalk', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.004306033240223911, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.004198284125707635, 'Difference': 0.00010774911451627567}"
"{'Feature1': 'Fruits', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0017996421933882956, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0016221058398658839, 'Difference': 0.0001775363535224117}","{'Feature1': 'Fruits', 'Feature2': 'Sex', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.005165023030491045, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005430054892983871, 'Difference': -0.00026503186249282606}","{'Feature1': 'Fruits', 'Feature2': 'Sex', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.012259542903710452, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.012588553178623396, 'Difference': -0.0003290102749129442}","{'Feature1': 'Fruits', 'Feature2': 'Sex', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0015410116372911176, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0013467720485110246, 'Difference': 0.00019423958878009295}"
"{'Feature1': 'Fruits', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.009035833932099002, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.00922787686712756, 'Difference': -0.00019204293502855796}","{'Feature1': 'Fruits', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.017158394820536826, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.017988539019806904, 'Difference': -0.0008301441992700775}","{'Feature1': 'Fruits', 'Feature2': 'Education', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.01112498545647278, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.011513024090447299, 'Difference': -0.000388038633974519}","{'Feature1': 'Fruits', 'Feature2': 'Education', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.004356874895402124, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.003421865004166247, 'Difference': 0.0009350098912358773}"
"{'Feature1': 'Fruits', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.018081415851660843, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.01789600578141226, 'Difference': 0.0001854100702485817}","{'Feature1': 'Fruits', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.035494451659526915, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.036664909221079345, 'Difference': -0.0011704575615524293}","{'Feature1': 'Fruits', 'Feature2': 'Income', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.015515348246716743, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.015827543784014964, 'Difference': -0.000312195537298221}","{'Feature1': 'Fruits', 'Feature2': 'Income', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.006525771161962374, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0053403621666677226, 'Difference': 0.0011854089952946512}"
"{'Feature1': 'Veggies', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0013511641138034824, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0012987128603446085, 'Difference': 5.2451253458873914e-05}","{'Feature1': 'Veggies', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.005552877842596837, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005613307216360552, 'Difference': -6.0429373763715155e-05}","{'Feature1': 'Veggies', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Not Exist', 'CE_Y - CE_Y_X': 0.005480937580960132, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.005583044650733893, 'Difference': -0.00010210706977376027}","{'Feature1': 'Veggies', 'Feature2': 'HvyAlcoholConsump', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0012677012190920045, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.001130120276314206, 'Difference': 0.00013758094277779853}"
"{'Feature1': 'Veggies', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0018373832250030975, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0017982317414514393, 'Difference': 3.9151483551658206e-05}","{'Feature1': 'Veggies', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.003765630341172943, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.003751570291452566, 'Difference': 1.4060049720376888e-05}","{'Feature1': 'Veggies', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.002800858544389273, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.0027829081409971312, 'Difference': 1.7950403392141823e-05}","{'Feature1': 'Veggies', 'Feature2': 'AnyHealthcare', 'Interaction Effect': 'Exist', 'CE_Y - CE_Y_X': 0.0015935633456843623, '(CE_Y - CE_Y_X1) + (CE_Y - CE_Y_X2)': 0.001397436149758291, 'Difference': 0.0001961271959260713}"
